name	term	lev	seq	value
"DNA metabolic process"	GO:0006259	2	Sym_121495_c10_g3	2.00299838336571
"DNA metabolic process"	GO:0006259	2	Sym_103763_c6_g1	3.15358359724677
"DNA metabolic process"	GO:0006259	2	Sym_115147_c3_g1	4.140833378054
"DNA metabolic process"	GO:0006259	2	Sym_100230_c0_g1	4.78516925985882
"DNA metabolic process"	GO:0006259	2	Sym_152309_c0_g2	2.82804889073722
"regulation of protein metabolic process"	GO:0051246	5	Sym_310154_c0_g1	0.630440994231514
"regulation of protein metabolic process"	GO:0051246	5	Sym_113764_c0_g1	33.536730011121
"regulation of protein metabolic process"	GO:0051246	5	Sym_111423_c4_g1	9.69587602070289
"regulation of protein metabolic process"	GO:0051246	5	Sym_100802_c0_g1	1.20716850470279
"regulation of protein metabolic process"	GO:0051246	5	Sym_84654_c0_g1	-1.13027181891824
"negative regulation of gene expression"	GO:0010629;GO:0048583	6	Sym_310154_c0_g1	0.630440994231514
"negative regulation of gene expression"	GO:0010629;GO:0048583	6	Sym_109253_c1_g2	-3.50354353275433
"negative regulation of gene expression"	GO:0010629;GO:0048583	6	Sym_92614_c0_g2	-1.74919118608071
"negative regulation of gene expression"	GO:0010629;GO:0048583	6	Sym_109253_c1_g1	-0.786572109209906
"negative regulation of gene expression"	GO:0010629;GO:0048583	6	Sym_84654_c0_g1	-1.13027181891824
"negative regulation of gene expression"	GO:0010629;GO:0048583	6	Sym_89763_c0_g1	5.98899540322985
"protein-chromophore linkage"	GO:0009765;GO:0018298	3	Sym_104246_c5_g1	-0.828779920099922
"protein-chromophore linkage"	GO:0009765;GO:0018298	3	Sym_110573_c3_g1	1.18551740961861
"protein-chromophore linkage"	GO:0009765;GO:0018298	3	Sym_134584_c0_g1	0.998782210736789
"protein-chromophore linkage"	GO:0009765;GO:0018298	3	Sym_131189_c6_g1	0.800183772227103
"protein-chromophore linkage"	GO:0009765;GO:0018298	3	Sym_110573_c2_g1	-0.398502161190944
"protein-chromophore linkage"	GO:0009765;GO:0018298	3	Sym_119017_c0_g5	1.15885444300279
"protein-chromophore linkage"	GO:0009765;GO:0018298	3	Sym_118341_c1_g2	1.30262786026845
"protein-chromophore linkage"	GO:0009765;GO:0018298	3	Sym_124087_c4_g1	0.25042780189357
"vesicle-mediated transport"	GO:0016192	2	Sym_114907_c3_g1	-1.27610827536572
"vesicle-mediated transport"	GO:0016192	2	Sym_114907_c2_g1	0.011256917353833
"vesicle-mediated transport"	GO:0016192	2	Sym_114907_c1_g1	-1.76549888904913
"vesicle-mediated transport"	GO:0016192	2	Sym_18246_c0_g1	-9.70344612534761
"vesicle-mediated transport"	GO:0016192	2	Sym_114907_c3_g2	-2.32153953210009
"monosaccharide metabolic process"	GO:0005996	2	Sym_310154_c0_g1	0.630440994231514
"monosaccharide metabolic process"	GO:0005996	2	Sym_127086_c1_g3	2.59892728500054
"monosaccharide metabolic process"	GO:0005996	2	Sym_107578_c2_g2	-0.70611634953623
"monosaccharide metabolic process"	GO:0005996	2	Sym_102664_c0_g1	0.923460950966854
"monosaccharide metabolic process"	GO:0005996	2	Sym_271368_c0_g1	-14.5526203287194
"regulation of nucleobase-containing compound metabolic process"	GO:0019219	2	Sym_121495_c10_g2	7.27210935545155
"regulation of nucleobase-containing compound metabolic process"	GO:0019219	2	Sym_104762_c1_g5	7.14778890309947
"regulation of nucleobase-containing compound metabolic process"	GO:0019219	2	Sym_100230_c0_g1	4.78516925985882
"regulation of nucleobase-containing compound metabolic process"	GO:0019219	2	Sym_101501_c0_g1	0.835101696664425
"regulation of nucleobase-containing compound metabolic process"	GO:0019219	2	Sym_84654_c0_g1	-1.13027181891824
"anatomical structure development"	GO:0048856	2	Sym_310154_c0_g1	0.630440994231514
"anatomical structure development"	GO:0048856	2	Sym_127086_c1_g3	2.59892728500054
"anatomical structure development"	GO:0048856	2	Sym_311128_c0_g1	8.11190431028633
"anatomical structure development"	GO:0048856	2	Sym_103763_c6_g1	3.15358359724677
"anatomical structure development"	GO:0048856	2	Sym_67222_c0_g1	-2.14105616812232
"phosphate-containing compound metabolic process"	GO:0006796;GO:0006793;GO:0046034;GO:0009117;GO:0006753;GO:0019637;GO:0055086;GO:0009150;GO:0006163;GO:0009259;GO:0072521;GO:0019693;GO:1901135	4	Sym_140163_c0_g1	-7.02275525367221
"phosphate-containing compound metabolic process"	GO:0006796;GO:0006793;GO:0046034;GO:0009117;GO:0006753;GO:0019637;GO:0055086;GO:0009150;GO:0006163;GO:0009259;GO:0072521;GO:0019693;GO:1901135	4	Sym_127086_c1_g3	2.59892728500054
"phosphate-containing compound metabolic process"	GO:0006796;GO:0006793;GO:0046034;GO:0009117;GO:0006753;GO:0019637;GO:0055086;GO:0009150;GO:0006163;GO:0009259;GO:0072521;GO:0019693;GO:1901135	4	Sym_107578_c2_g2	-0.70611634953623
"phosphate-containing compound metabolic process"	GO:0006796;GO:0006793;GO:0046034;GO:0009117;GO:0006753;GO:0019637;GO:0055086;GO:0009150;GO:0006163;GO:0009259;GO:0072521;GO:0019693;GO:1901135	4	Sym_105819_c0_g1	-0.815883967144876
"phosphate-containing compound metabolic process"	GO:0006796;GO:0006793;GO:0046034;GO:0009117;GO:0006753;GO:0019637;GO:0055086;GO:0009150;GO:0006163;GO:0009259;GO:0072521;GO:0019693;GO:1901135	4	Sym_107647_c1_g2	4.08460842799349
"phosphate-containing compound metabolic process"	GO:0006796;GO:0006793;GO:0046034;GO:0009117;GO:0006753;GO:0019637;GO:0055086;GO:0009150;GO:0006163;GO:0009259;GO:0072521;GO:0019693;GO:1901135	4	Sym_101543_c0_g2	-7.41078617496786
"phosphate-containing compound metabolic process"	GO:0006796;GO:0006793;GO:0046034;GO:0009117;GO:0006753;GO:0019637;GO:0055086;GO:0009150;GO:0006163;GO:0009259;GO:0072521;GO:0019693;GO:1901135	4	Sym_101543_c0_g3	-3.84368074120525
"phosphate-containing compound metabolic process"	GO:0006796;GO:0006793;GO:0046034;GO:0009117;GO:0006753;GO:0019637;GO:0055086;GO:0009150;GO:0006163;GO:0009259;GO:0072521;GO:0019693;GO:1901135	4	Sym_120676_c2_g1	0.265439851086847
"ion transmembrane transport"	GO:0098662;GO:0098655;GO:0098660;GO:0006812;GO:0034220	5	Sym_105819_c0_g1	-0.815883967144876
"ion transmembrane transport"	GO:0098662;GO:0098655;GO:0098660;GO:0006812;GO:0034220	5	Sym_128149_c1_g1	0.023666706407343
"ion transmembrane transport"	GO:0098662;GO:0098655;GO:0098660;GO:0006812;GO:0034220	5	Sym_141362_c0_g3	-4.00647184265047
"ion transmembrane transport"	GO:0098662;GO:0098655;GO:0098660;GO:0006812;GO:0034220	5	Sym_101543_c0_g2	-7.41078617496786
"ion transmembrane transport"	GO:0098662;GO:0098655;GO:0098660;GO:0006812;GO:0034220	5	Sym_102471_c7_g1	-2.77629875011029
"ion transmembrane transport"	GO:0098662;GO:0098655;GO:0098660;GO:0006812;GO:0034220	5	Sym_101543_c0_g3	-3.84368074120525
"ion transmembrane transport"	GO:0098662;GO:0098655;GO:0098660;GO:0006812;GO:0034220	5	Sym_112513_c2_g1	-11.7968336930897
"ion transmembrane transport"	GO:0098662;GO:0098655;GO:0098660;GO:0006812;GO:0034220	5	Sym_120676_c2_g1	0.265439851086847
