"","pval","direction","color"
"5/7 antigen processing and presentation of exogenous peptide antigen via MHC class I",0.0301684757890606,0,"skyblue2"
"14/33 protein poly-ADP-ribosylation",0.020258142935939,0,"skyblue2"
"48/101 protein O-linked glycosylation",0.0461211639236196,0,"skyblue2"
"6/12 nucleotide-sugar transmembrane transport",0.026122649803309,1,"lightcoral"
"5/6 chromatin-mediated maintenance of transcription",0.0332319085429578,1,"lightcoral"
"48/106 chromatin organization involved in regulation of transcription",0.0127759960607796,0,"skyblue2"
"44/93 chromatin assembly",3.71691780992715e-05,0,"dodgerblue2"
"50/115 chromatin assembly or disassembly",0.000937231774156719,0,"dodgerblue2"
"26/66 heterochromatin assembly by small RNA",0.000120428538406561,0,"dodgerblue2"
"8/12 N-terminal protein amino acid modification",0.0197542956976339,1,"lightcoral"
"46/101 protein acetylation",0.0496636649262676,1,"lightcoral"
"56/130 protein acylation",0.0305892335803372,1,"lightcoral"
"19/36 regulation of erythrocyte differentiation",0.0245144199928554,0,"skyblue2"
"270/609 peptidyl-amino acid modification",0.0197542956976339,1,"lightcoral"
"15/30 peptidyl-proline hydroxylation",0.00464853399415223,0,"dodgerblue2"
"30/58 cellular aldehyde metabolic process",0.0145475834498566,1,"lightcoral"
"18/51 tricarboxylic acid cycle",0.0226690898966772,1,"lightcoral"
"6/8 ribosome assembly",0.00369939604254537,1,"firebrick1"
"35/69 peptide catabolic process",0.00357655982750624,0,"dodgerblue2"
"143/310 amide biosynthetic process",1.55735436548039e-07,1,"firebrick1"
"258/604 cellular amide metabolic process",0.0409266376975333,1,"lightcoral"
"99/215 peptide biosynthetic process",2.6427398420122e-10,1,"firebrick1"
"169/375 peptide metabolic process",0.000630539826129302,1,"firebrick1"
"14/22 mitochondrial translation",0.00100837224303144,1,"firebrick1"
"84/211 cellular modified amino acid metabolic process",0.0308398315248051,0,"skyblue2"
"4/5 regulation of intestinal epithelial structure maintenance",0.0305892335803372,0,"skyblue2"
"11/21 sulfation",0.0052366366889025,0,"dodgerblue2"
"16/37 hormone biosynthetic process",0.0248082520230144,0,"skyblue2"
"165/407 regulation of hormone levels",0.00682715484101005,0,"dodgerblue2"
"63/167 hormone metabolic process",0.00228696309872631,0,"dodgerblue2"
"10/11 sporulation resulting in formation of a cellular spore",0.0208672916302456,0,"skyblue2"
"23/39 digestion",0.028354637225779,0,"skyblue2"
"16/30 nucleoside biosynthetic process",0.0130508802972201,1,"lightcoral"
"373/874 organonitrogen compound biosynthetic process",0.000758665127939792,1,"firebrick1"
"23/53 proteoglycan metabolic process",0.0187694279045189,0,"skyblue2"
"8/11 keratan sulfate metabolic process",0.0197639838194593,0,"skyblue2"
"327/801 carbohydrate derivative metabolic process",0.00818491634592079,0,"dodgerblue2"
"26/73 aminoglycan biosynthetic process",0.0133249266591308,0,"skyblue2"
"52/133 aminoglycan metabolic process",7.95549836033598e-07,0,"dodgerblue2"
"15/35 chondroitin sulfate metabolic process",0.0260178317396786,0,"skyblue2"
"29/68 mucopolysaccharide metabolic process",0.00219088157271119,0,"dodgerblue2"
"24/61 aminoglycan catabolic process",0.00259884382611871,0,"dodgerblue2"
"74/193 carbohydrate derivative catabolic process",0.0288362370605653,0,"skyblue2"
"17/32 amino sugar catabolic process",0.0241557044343352,0,"skyblue2"
"15/30 chitin metabolic process",0.00828015562720529,0,"dodgerblue2"
"33/67 amino sugar metabolic process",0.00241978074871839,0,"dodgerblue2"
"23/46 polysaccharide catabolic process",9.67439826927705e-05,0,"dodgerblue2"
"45/95 polysaccharide metabolic process",0.00014425537850592,0,"dodgerblue2"
"52/132 carbohydrate catabolic process",0.000630539826129302,0,"dodgerblue2"
"18/54 cellular carbohydrate catabolic process",0.0187134009022205,0,"skyblue2"
"13/28 iron-sulfur cluster assembly",0.0161054956157066,1,"lightcoral"
"29/71 cellular transition metal ion homeostasis",0.0403340300162528,1,"lightcoral"
"9/11 calcium activated phospholipid scrambling",0.00134924176061144,0,"dodgerblue2"
"52/104 plasma membrane organization",0.00370928560533565,0,"dodgerblue2"
"13/22 plasma membrane phospholipid scrambling",0.048214349544993,0,"skyblue2"
"22/41 regulation of calcium ion-dependent exocytosis",0.0482044368567207,0,"skyblue2"
"101/206 cellular response to inorganic substance",0.0177042550503957,0,"skyblue2"
"33/78 cytosolic calcium ion transport",0.0378534678159687,0,"skyblue2"
"161/443 inorganic ion transmembrane transport",0.0141241207426889,0,"skyblue2"
"264/658 cation transport",0.00613132404862438,0,"dodgerblue2"
"57/143 potassium ion transport",0.00410253678190605,0,"dodgerblue2"
"11/20 cell communication involved in cardiac conduction",0.0190550219428769,0,"skyblue2"
"83/191 regulation of blood circulation",0.00685865083908783,0,"dodgerblue2"
"158/379 regulation of membrane potential",0.00555023884835497,0,"dodgerblue2"
"42/98 action potential",0.00365245370694748,0,"dodgerblue2"
"27/54 neuronal action potential",0.00510819578308443,0,"dodgerblue2"
"5/7 membrane depolarization during AV node cell action potential",0.0273237613590882,0,"skyblue2"
"173/387 regulation of transmembrane transport",0.00234740924398607,0,"dodgerblue2"
"12/24 membrane depolarization during action potential",0.04909383652026,0,"skyblue2"
"27/72 chloride transport",0.0378534678159687,0,"skyblue2"
"197/612 G protein-coupled receptor signaling pathway",0.00488835388788406,0,"dodgerblue2"
"15/24 response to histamine",0.0307123845859695,0,"skyblue2"
"5/12 hair follicle maturation",0.0499006743858201,1,"lightcoral"
"281/745 nervous system process",6.79008553223979e-07,0,"dodgerblue2"
"154/420 sensory perception",9.67439826927705e-05,0,"dodgerblue2"
"60/162 sensory perception of mechanical stimulus",0.00505848833485277,0,"dodgerblue2"
"19/43 social behavior",0.0190550219428769,0,"skyblue2"
"11/16 vocalization behavior",0.00140417166046654,0,"dodgerblue2"
"96/235 cognition",0.0112087993982608,0,"skyblue2"
"209/527 behavior",0.0482044368567207,0,"skyblue2"
"58/144 learning",0.000621787143870085,0,"dodgerblue2"
"140/396 regulation of anatomical structure size",0.0215472373609886,0,"skyblue2"
"30/64 regulation of protein depolymerization",0.038993043269545,0,"skyblue2"
"74/175 regulation of actin filament organization",0.0192956975763495,0,"skyblue2"
"15/35 negative regulation of actin filament depolymerization",0.0151182464078089,0,"skyblue2"
"20/45 regulation of actin filament depolymerization",0.00936846638712053,0,"dodgerblue2"
"135/309 regulation of supramolecular fiber organization",0.000373811600575658,0,"dodgerblue2"
"43/104 negative regulation of cytoskeleton organization",0.0432457621085148,0,"skyblue2"
"23/57 negative regulation of protein polymerization",0.00081252323132298,0,"dodgerblue2"
"67/155 regulation of protein polymerization",0.00464853399415223,0,"dodgerblue2"
"94/187 second-messenger-mediated signaling",0.0312792152284112,0,"skyblue2"
"29/56 cyclic-nucleotide-mediated signaling",0.0389243868080637,0,"skyblue2"
"72/154 positive regulation of cytoskeleton organization",0.0052366366889025,0,"dodgerblue2"
"165/360 regulation of cytoskeleton organization",0.000273078204042734,0,"dodgerblue2"
"11/17 regulation of sarcomere organization",0.00268415373026456,0,"dodgerblue2"
"87/187 regulation of muscle system process",0.0110020518954173,0,"skyblue2"
"203/453 regulation of system process",0.000175449311420874,0,"dodgerblue2"
"17/21 regulation of skeletal muscle contraction",0.000175115069629045,0,"dodgerblue2"
"61/139 regulation of muscle contraction",0.00702741179385595,0,"dodgerblue2"
"34/59 regulation of striated muscle contraction",0.00973022672642414,0,"dodgerblue2"
"17/34 positive regulation of muscle contraction",0.0189357321129969,0,"skyblue2"
