"","pval","direction","color"
"4/5 cortical granule",0.012921857217058,0,"skyblue2"
"7/21 exocyst",0.037816302115771,0,"skyblue2"
"6/9 DNA replication factor C complex",0.00685677785412381,0,"dodgerblue2"
"14/20 multivesicular body",0.048629790582453,1,"lightcoral"
"10/18 ESCRT complex",0.0421748602029508,1,"lightcoral"
"6/7 cytoplasmic side of endosome membrane",0.0474804791638285,1,"lightcoral"
"11/21 endoplasmic reticulum exit site",0.0155433776267362,1,"lightcoral"
"20/36 vesicle coat",0.00943392621635566,1,"firebrick1"
"8/12 COPI vesicle coat",0.0283127847725226,1,"lightcoral"
"30/80 pigment granule",0.0106547577282653,1,"lightcoral"
"7/12 chaperonin-containing T-complex",0.00350736511190002,1,"firebrick1"
"9/17 chaperone complex",0.000362262745508488,1,"firebrick1"
"6/9 chromaffin granule membrane",0.037816302115771,0,"skyblue2"
"13/31 SNARE complex",0.000137949275738373,1,"firebrick1"
"5/7 Arp2/3 protein complex",0.0297079205700102,0,"skyblue2"
"6/17 filamentous actin",0.0391875902309533,0,"skyblue2"
"36/65 myosin complex",2.5927354622571e-07,0,"dodgerblue2"
"14/17 myosin II complex",6.42892990786364e-07,0,"dodgerblue2"
"12/16 unconventional myosin complex",0.0375723777071186,0,"skyblue2"
"8/9 myosin V complex",0.00138387559859133,0,"dodgerblue2"
"16/30 contractile fiber",0.0349165790391181,0,"skyblue2"
"5/7 muscle myosin complex",0.00378954774755246,0,"dodgerblue2"
"207/617 supramolecular fiber",1.7742388743165e-05,0,"dodgerblue2"
"31/61 M band",0.00108685358876292,0,"dodgerblue2"
"18/38 A band",0.00152864735486031,0,"dodgerblue2"
"12/25 I band",0.0126722669830352,0,"skyblue2"
"12/22 myofilament",0.000665305549635771,0,"dodgerblue2"
"55/122 Z disc",1.34512196241807e-05,0,"dodgerblue2"
"64/192 endoplasmic reticulum lumen",0.0364405950427273,0,"skyblue2"
"19/60 lysosomal lumen",0.0370456253923315,0,"skyblue2"
"262/713 extracellular organelle",0.00584659635716256,0,"dodgerblue2"
"151/478 collagen-containing extracellular matrix",4.79445812212494e-09,0,"dodgerblue2"
"70/220 basement membrane",0.00943392621635566,0,"dodgerblue2"
"215/638 external encapsulating structure",1.43584178692485e-09,0,"dodgerblue2"
"444/1245 extracellular region",1.08088984593716e-15,0,"dodgerblue2"
"69/137 collagen trimer",2.96642677982056e-12,0,"dodgerblue2"
"4/8 pore complex",0.0485018597216686,1,"lightcoral"
"315/928 extracellular space",5.16026516133348e-10,0,"dodgerblue2"
