"","pval","direction","color"
"4/8 nematocyst",0.00574095775502079,0,"dodgerblue2"
"4/7 N-terminal protein acetyltransferase complex",0.00513389920577985,0,"dodgerblue2"
"4/6 nucleocytoplasmic transport complex",0.0270645439626644,1,"lightcoral"
"3/10 RNA polymerase I complex",0.0122016200113785,0,"skyblue2"
"5/5 proteasome core complex, beta-subunit complex",0.00675218988063295,0,"dodgerblue2"
"12/17 proteasome core complex",6.56259466021065e-06,0,"dodgerblue2"
"7/8 proteasome core complex, alpha-subunit complex",0.00067645594710978,0,"dodgerblue2"
"28/76 peptidase complex",0.000470558198476978,0,"dodgerblue2"
"23/55 endopeptidase complex",7.77994199456529e-05,0,"dodgerblue2"
"8/8 proteasome regulatory particle",0.000341734758945186,0,"dodgerblue2"
"5/6 proteasome regulatory particle, lid subcomplex",0.015373479733128,0,"skyblue2"
"11/17 proteasome accessory complex",0.000410608606652151,0,"dodgerblue2"
"22/78 RNA-directed RNA polymerase complex",4.50068452147681e-05,1,"firebrick1"
"31/110 chromosome, centromeric region",0.00147253181337247,1,"firebrick1"
"44/181 chromosomal region",0.0270645439626644,1,"lightcoral"
"30/135 P-body",0.0383792892848452,1,"lightcoral"
"205/948 supramolecular complex",0.026646258137052,1,"lightcoral"
"7/19 RNAi effector complex",0.026646258137052,1,"lightcoral"
"7/11 RISC-loading complex",0.0213689476967889,1,"lightcoral"
"90/477 cilium",0.0321917155864221,1,"lightcoral"
"49/193 midbody",0.00547858904757917,1,"firebrick1"
"4/8 meiotic spindle",0.0200735550159688,0,"skyblue2"
"71/255 spindle",0.0122016200113785,1,"lightcoral"
"43/141 mitotic spindle",0.000366483516245557,1,"firebrick1"
"66/202 spindle pole",0.00147253181337247,1,"firebrick1"
"41/156 ciliary basal body",0.00147253181337247,1,"firebrick1"
"122/482 centrosome",0.00467468067563679,1,"firebrick1"
"194/735 microtubule organizing center",2.90313511274938e-07,1,"firebrick1"
"6/8 eukaryotic translation initiation factor 2B complex",0.0160159209784225,0,"skyblue2"
"12/23 translation preinitiation complex",0.00513389920577985,0,"dodgerblue2"
"4/5 eukaryotic translation initiation factor 3 complex, eIF3m",0.015373479733128,0,"skyblue2"
"8/33 precatalytic spliceosome",0.0376830899584444,0,"skyblue2"
"154/572 ribonucleoprotein complex",7.19102117995257e-05,0,"dodgerblue2"
"31/139 ribosomal subunit",0.000335771482180129,0,"dodgerblue2"
"13/62 small ribosomal subunit",0.00278182391992178,0,"dodgerblue2"
"9/38 cytosolic small ribosomal subunit",0.0144308045168356,0,"skyblue2"
"23/84 preribosome",0.0106079186983853,0,"skyblue2"
"15/52 small-subunit processome",0.042408047327716,0,"skyblue2"
"4/7 Arp2/3 protein complex",0.0122016200113785,0,"skyblue2"
"39/142 early endosome membrane",0.012274259553272,1,"lightcoral"
"71/234 extrinsic component of membrane",0.0104999995286747,1,"lightcoral"
"8/14 extrinsic component of endosome membrane",0.0213550572950699,1,"lightcoral"
"4/9 LUBAC complex",0.0485697689441112,1,"lightcoral"
"51/210 side of membrane",0.0492098499331884,1,"lightcoral"
"33/91 cytoplasmic side of membrane",0.00691859152717875,1,"firebrick1"
"17/37 CD40 receptor complex",0.000981888586731836,1,"firebrick1"
"79/374 receptor complex",8.11075571589511e-06,1,"firebrick1"
"35/150 plasma membrane signaling receptor complex",0.00186369674902999,1,"firebrick1"
"129/483 plasma membrane protein complex",2.90313511274938e-07,1,"firebrick1"
"57/248 cation channel complex",0.00082092003224583,1,"firebrick1"
"28/104 potassium channel complex",0.0106079186983853,1,"lightcoral"
"78/348 transporter complex",7.91210362667069e-05,1,"firebrick1"
"251/1137 neuron projection",0.0306517385548426,1,"lightcoral"
"52/220 presynapse",0.0270645439626644,1,"lightcoral"
"77/334 glutamatergic synapse",0.0379082684857559,1,"lightcoral"
"359/1479 cell junction",8.69260961038255e-06,1,"firebrick1"
"175/774 synapse",0.00547858904757917,1,"firebrick1"
"281/1353 plasma membrane region",0.0184156194952772,1,"lightcoral"
"56/264 postsynaptic membrane",0.0106079186983853,1,"lightcoral"
