"","pval","direction","color"
"4/15 microtubule anchoring at microtubule organizing center",0.0342731855562731,1,"lightcoral"
"6/28 iron-sulfur cluster assembly",0.0356751915329543,0,"skyblue2"
"19/106 chromatin organization involved in regulation of transcription",0.0468893610742806,1,"lightcoral"
"19/42 chaperone-mediated protein folding",0.0331600544972027,1,"lightcoral"
"10/58 cellular aldehyde metabolic process",0.0384781791341443,0,"skyblue2"
"4/14 aldehyde catabolic process",0.0324512406257181,0,"skyblue2"
"17/64 regulation of cellular ketone metabolic process",0.0304261469082041,0,"skyblue2"
"14/59 sphingolipid biosynthetic process",0.0291040547020378,0,"skyblue2"
"31/162 membrane lipid metabolic process",0.0454607370260518,0,"skyblue2"
"27/113 sphingolipid metabolic process",0.0203066087773998,0,"skyblue2"
"202/1102 lipid metabolic process",1.65721150409547e-05,0,"dodgerblue2"
"98/473 lipid biosynthetic process",1.24033628868109e-05,0,"dodgerblue2"
"31/100 fatty acid biosynthetic process",0.0291040547020378,0,"skyblue2"
"13/21 unsaturated fatty acid biosynthetic process",9.7066558659753e-06,0,"dodgerblue2"
"6/9 very long-chain fatty acid biosynthetic process",0.00743549495433881,0,"dodgerblue2"
"4/5 fatty acid elongation, polyunsaturated fatty acid",0.0263335334908754,0,"skyblue2"
"85/472 monocarboxylic acid metabolic process",0.005636911133828,0,"dodgerblue2"
"183/968 organic acid metabolic process",0.00100418331431325,0,"dodgerblue2"
"8/22 very long-chain fatty acid metabolic process",0.0129554108066864,0,"skyblue2"
"55/310 fatty acid metabolic process",0.0263251048069733,0,"skyblue2"
"7/13 fatty acid elongation",0.0149573806540529,0,"skyblue2"
"143/584 small molecule biosynthetic process",0.0160800442790183,0,"skyblue2"
"71/310 amide biosynthetic process",1.21791487484693e-06,0,"dodgerblue2"
"56/215 peptide biosynthetic process",0.000583002734342526,0,"dodgerblue2"
"130/604 cellular amide metabolic process",0.0033965730493967,0,"dodgerblue2"
"5/58 cyclic nucleotide metabolic process",0.0381125636436654,1,"lightcoral"
"82/448 organophosphate biosynthetic process",0.00969761906621232,0,"dodgerblue2"
"186/874 organonitrogen compound biosynthetic process",9.37371311039454e-08,0,"dodgerblue2"
"236/1078 cellular nitrogen compound biosynthetic process",0.000444044042791635,0,"dodgerblue2"
"4/17 pyrimidine nucleoside triphosphate metabolic process",0.0401869418978811,0,"skyblue2"
"4/15 pyrimidine nucleoside triphosphate biosynthetic process",0.0382177964902469,0,"skyblue2"
"20/94 cellular component biogenesis",0.0146613039093017,0,"skyblue2"
