Oarb_151522_c3_g3	GO:0016020;GO:0005739;GO:0005730;GO:0005654;GO:0005634;GO:0005524;GO:0046404;GO:0003684;GO:0003690;GO:0004519;GO:0050145;GO:0046403;GO:0017076;GO:0016311;GO:0098504;GO:0042769;GO:0006281;GO:0006261;GO:0010836;GO:0046939;GO:0000718;GO:0051973;GO:1904355;GO:0032212;GO:0006979;GO:0009314
Oarb_116771_c1_g4	GO:0005576;GO:0016020
Oarb_134440_c2_g1	GO:0005737;GO:0046872;GO:0030154;GO:0007283
Oarb_148242_c4_g2	
Oarb_144326_c2_g2	GO:0005788;GO:0005576;GO:0004065;GO:0046872
Oarb_149168_c2_g3	GO:0000781;GO:0005634;GO:0000333;GO:0046872;GO:0003720;GO:0070034;GO:0003721;GO:0042162;GO:0050000;GO:0051276;GO:0010073;GO:0007000;GO:0010449;GO:0019827;GO:0000723;GO:0007004
Oarb_126200_c0_g2	GO:0000177;GO:0005829;GO:0000178;GO:0045111;GO:0000176;GO:0005730;GO:0035327;GO:0017091;GO:0004527;GO:0051607;GO:0045006;GO:0071044;GO:0000460;GO:0071028;GO:0034427;GO:0071051;GO:0030307;GO:0016075;GO:0034475
Oarb_101453_c0_g1	GO:0043296;GO:0005938;GO:0032154;GO:0005856;GO:0005829;GO:0031234;GO:0030027;GO:0030496;GO:0005525;GO:0003924;GO:0031532;GO:0043297;GO:0034329;GO:0016477;GO:1990869;GO:0036089;GO:0045198;GO:1903673;GO:0032467;GO:0071902;GO:2000406;GO:0030334;GO:0007266;GO:0035385;GO:1902766;GO:0043149;GO:0044319
Oarb_126867_c5_g2	GO:0015629;GO:0005737;GO:0005829;GO:0005886;GO:0030041;GO:0044782
Oarb_148043_c1_g1	GO:0005524;GO:0004672
Oarb_149148_c0_g2	GO:0005737;GO:0005829;GO:0032991;GO:0030234;GO:0019903;GO:0010507;GO:0010922;GO:0050821;GO:0060304
Oarb_143064_c3_g3	GO:0016021;GO:0004197;GO:0046872;GO:0004843;GO:0016579;GO:0006511
Oarb_102476_c0_g1	
Oarb_129614_c7_g1	GO:0005783;GO:0016021
Oarb_125226_c2_g1	
Oarb_134168_c1_g1	GO:0005813;GO:0005737;GO:0005829;GO:0043231;GO:0005815;GO:0016607;GO:0005654;GO:0005634;GO:0032991;GO:0000922;GO:0033613;GO:0005524;GO:0019894;GO:0000287;GO:0019901;GO:0004674;GO:0001222;GO:0031625;GO:0032147;GO:0006915;GO:0007049;GO:0051301;GO:0006974;GO:0007059;GO:0018105;GO:0046777;GO:0006468;GO:0030071;GO:0023014;GO:0031098
Oarb_151884_c2_g2	GO:0005737;GO:0016021;GO:0005886;GO:0031201;GO:0005096;GO:0017137;GO:0019905;GO:0006887;GO:0015031;GO:0017157
Oarb_146472_c0_g1	GO:0005829;GO:0005811;GO:0003841;GO:0052689;GO:0042171;GO:0030154;GO:0006631;GO:0055088;GO:0006629;GO:0010891;GO:0006654;GO:0051006;GO:0010898
Oarb_109846_c6_g1	GO:0031526;GO:0009986;GO:0016021;GO:0043005;GO:0043025;GO:0031965;GO:0005886;GO:1990769;GO:0004957;GO:0007189;GO:0007188;GO:0015701;GO:1904322;GO:0002029;GO:0001660;GO:0006954;GO:0014827;GO:0106072;GO:1903170;GO:1904326;GO:2000978;GO:0060455;GO:1903640;GO:0046676;GO:0010700;GO:0090331;GO:1901380;GO:0007200;GO:0043950;GO:0046010;GO:1904343;GO:0007204;GO:0031622;GO:1904346;GO:0010628;GO:1904325;GO:1904330;GO:2000391;GO:0001934;GO:1904320;GO:0035810;GO:0045907;GO:1990767;GO:0031623;GO:0010840;GO:0014061;GO:0032496;GO:0014832
Oarb_141111_c4_g1	GO:0005768;GO:0005634;GO:0008565;GO:0006886
Oarb_146328_c3_g1	GO:0008168
Oarb_143661_c3_g1	GO:0005789;GO:0016021;GO:0015036;GO:0045454;GO:0034976
Oarb_154436_c3_g1	GO:0005737;GO:0005769;GO:0034058
Oarb_147883_c7_g3	GO:0005829;GO:0005769;GO:0031901;GO:0070062;GO:0005794;GO:0000139;GO:0043227;GO:0005635;GO:0005654;GO:0042622;GO:0042802;GO:0102200;GO:0070290;GO:0008270;GO:0007568;GO:0048874;GO:0070291;GO:0070292;GO:1903999;GO:0009395;GO:0090336;GO:0050729;GO:0035900;GO:0001523;GO:0001659
Oarb_104590_c4_g5	GO:0000176;GO:0005730;GO:0005654;GO:0005634;GO:0005697;GO:0005524;GO:0016887;GO:1990275;GO:0032092;GO:0051973;GO:1904749;GO:0042273;GO:0042254;GO:0006364
Oarb_138747_c1_g2	GO:0000139;GO:0016021;GO:0001537;GO:0016051;GO:0050655
Oarb_104950_c1_g2	GO:0005737;GO:0005856;GO:0003779
Oarb_126971_c3_g2	GO:0005789;GO:0000139;GO:0016021;GO:0032585;GO:0005775;GO:0004620;GO:0004806;GO:0016236;GO:0034496;GO:0046461;GO:0006660;GO:0034727;GO:0006624
Oarb_151129_c2_g1	GO:0005769;GO:0005783;GO:0016021;GO:0043231;GO:0005765;GO:0016020;GO:0005886;GO:0055037;GO:0035579;GO:0070821;GO:0005802;GO:0005524;GO:0000287;GO:0004012;GO:0043312;GO:0045332
Oarb_152507_c6_g1	GO:0031176;GO:0045493
Oarb_141366_c3_g2	GO:0030425;GO:0031901;GO:0005887;GO:0005524;GO:0005005;GO:0007411;GO:0060326;GO:0031589;GO:0060996;GO:0060997;GO:0048013;GO:0030010;GO:0051965;GO:0046777;GO:0070372;GO:0046328
Oarb_151101_c3_g1	GO:0016021;GO:0005743;GO:0031966;GO:0046872;GO:0004222;GO:0042407;GO:0002024;GO:0097009;GO:0006006;GO:0006629;GO:0034982;GO:0010637;GO:0120162;GO:0006515
Oarb_151712_c2_g2	
Oarb_101834_c6_g2	GO:0016021;GO:0015301;GO:0005452
Oarb_132250_c6_g1	GO:0005929;GO:0005737;GO:0005871;GO:0005874;GO:0005524;GO:0016887;GO:0008017;GO:0003777;GO:0060271;GO:0003351;GO:0007018;GO:0021591
Oarb_150875_c2_g2	GO:0005829;GO:0032807;GO:0005958;GO:0070522;GO:0070419;GO:0000784;GO:0005654;GO:0005634;GO:0003677;GO:0042802;GO:0008022;GO:0007417;GO:0006266;GO:0051103;GO:0006302;GO:0006303;GO:0033152;GO:0001701;GO:0045190;GO:0043524;GO:1905765;GO:0048146;GO:0051351;GO:0050769;GO:0002328;GO:0010332;GO:0010212;GO:0010165;GO:0033077;GO:0061819;GO:0033151
Oarb_126237_c0_g2	GO:0016021;GO:0005509;GO:0005176;GO:0030197;GO:0007160;GO:0010669;GO:0010469
Oarb_147485_c4_g1	GO:0035631;GO:0005813;GO:0009898;GO:0005829;GO:0032991;GO:0042802;GO:0031996;GO:0005164;GO:0031625;GO:0008270;GO:0006915;GO:0008284;GO:0051091;GO:0043123;GO:0051092;GO:0042981;GO:0007165
Oarb_137880_c2_g1	GO:0016324;GO:0005887;GO:0005262;GO:0005516;GO:0046872;GO:0055074;GO:0098703;GO:0070588;GO:0006816;GO:0051289;GO:0051262;GO:0035809
Oarb_144911_c1_g2	GO:0005829;GO:0004565;GO:0008422;GO:0017042;GO:0102483;GO:0005975;GO:0046477
Oarb_135275_c1_g2	GO:0003964;GO:0006313
Oarb_127820_c4_g1	GO:0035869;GO:0005634;GO:0005524;GO:0004693;GO:0030030;GO:0006468;GO:1902017
Oarb_147151_c1_g2	
Oarb_141394_c6_g1	GO:0016021;GO:0005886;GO:0004989
Oarb_115957_c4_g3	GO:0005743;GO:0005749;GO:0045282;GO:0009055;GO:0050660;GO:0008177;GO:0000104;GO:0006121;GO:0006099
Oarb_153287_c3_g2	GO:0005858;GO:0030286;GO:0045504;GO:0045503;GO:0003341;GO:0002244;GO:0007018
Oarb_137619_c0_g1	GO:0005654;GO:0005634;GO:0036126;GO:0046872;GO:0004842;GO:0008584;GO:0016567
Oarb_135377_c2_g1	GO:0005887;GO:0043025;GO:0043235;GO:0042562;GO:0008502;GO:0097159;GO:0007193;GO:0007623;GO:0046676
Oarb_148060_c2_g2	GO:0005737;GO:0035770;GO:0003729;GO:0070306;GO:0002089;GO:0010608;GO:0007283
Oarb_148957_c3_g1	GO:0020037;GO:0005506;GO:0004497;GO:0016705
Oarb_140474_c0_g1	GO:0000781;GO:0005829;GO:0042645;GO:0000784;GO:0016607;GO:0000783;GO:0005730;GO:0005654;GO:0005634;GO:0005886;GO:0016605;GO:0031379;GO:0000333;GO:0005697;GO:1990572;GO:0051087;GO:0003677;GO:0042802;GO:0046872;GO:0016779;GO:0008022;GO:0042803;GO:0047485;GO:0003723;GO:0003968;GO:0003964;GO:0003720;GO:0070034;GO:0003721;GO:0042162;GO:0098680;GO:0001223;GO:0000049;GO:1904837;GO:0071456;GO:0071897;GO:0022616;GO:0070200;GO:0007005;GO:2000773;GO:2000352;GO:2001240;GO:0010629;GO:0060253;GO:0043524;GO:1903704;GO:0045766;GO:1900087;GO:0046326;GO:0042635;GO:0051000;GO:1902895;GO:0032092;GO:1904751;GO:2000648;GO:1903620;GO:1904754;GO:1904707;GO:0030177;GO:0030422;GO:0031647;GO:0090399;GO:0046686;GO:0032774;GO:0006278;GO:0000723;GO:0007004;GO:0001172
Oarb_113132_c6_g1	GO:0005737;GO:0005829;GO:0005634;GO:0019900;GO:0004721;GO:0004725;GO:0008138;GO:0008270;GO:0033133;GO:0006470
