isogroupSym_214329_c0_g1	GO:0005737;GO:0003677;GO:0006355
isogroupSym_285079_c0_g1	GO:0042644;GO:0042646;GO:0003723;GO:1901259;GO:0006952
isogroupSym_56408_c0_g1	GO:0005737;GO:0005759;GO:0005634;GO:0052906;GO:0009019;GO:0008175;GO:0030488;GO:0002939
isogroupSym_70068_c0_g1	GO:0005576
isogroupSym_214569_c0_g1	GO:0098982;GO:0098978;GO:0005887;GO:0099059;GO:0043005;GO:0043025;GO:0042734;GO:0004930;GO:0008066;GO:0001642;GO:0007196;GO:0007193;GO:0007268;GO:0050966;GO:0007216;GO:0046928;GO:0051966;GO:2000300;GO:0035249
isogroupSym_277966_c0_g1	GO:0005813;GO:0005737;GO:0005829;GO:0005634;GO:0005524;GO:0000978;GO:0051607;GO:0045087;GO:0035556;GO:0032088;GO:0032480;GO:0060339;GO:0060335;GO:0045345;GO:0045944;GO:0060340;GO:0043549;GO:0009617
isogroupSym_274590_c0_g1	GO:0005901;GO:0030425;GO:0016021;GO:0005887;GO:0043005;GO:0043025;GO:0097038;GO:0005886;GO:0034705;GO:0042383;GO:0008076;GO:0005250;GO:0005216;GO:0046872;GO:0005267;GO:0005249;GO:0071773;GO:0097623;GO:1990573;GO:0071805;GO:0006813;GO:0051260;GO:0034765
isogroupSym_158647_c0_g1	GO:0005829;GO:0000329;GO:0005794;GO:0000139;GO:0016021;GO:0006895;GO:0006886
isogroupSym_156497_c0_g1	GO:0005739;GO:0004314;GO:0004312;GO:0006633
isogroupSym_107280_c1_g3	GO:0005737;GO:0004089;GO:0008270;GO:0015976
isogroupSym_206177_c0_g1	GO:0044295;GO:0005737;GO:0005829;GO:0005874;GO:0005739;GO:0043005;GO:0043025;GO:0005654;GO:0048471;GO:0032991;GO:0005524;GO:0032767;GO:0005528;GO:0035259;GO:0005525;GO:0031072;GO:0003755;GO:0051219;GO:0048156;GO:0030521;GO:0061077;GO:0006825;GO:0007566;GO:0046661;GO:0031115;GO:0031111;GO:0010977;GO:0030850;GO:0000413;GO:0031503;GO:0006463
isogroupSym_217248_c0_g1	GO:0005737;GO:0005829;GO:0005634;GO:0005886;GO:0005524;GO:0005509;GO:0009931;GO:0005516;GO:0004683;GO:0004672;GO:0004674;GO:0009738;GO:0035556;GO:0018105;GO:0009789;GO:0046777;GO:0006468;GO:1901979;GO:0080092
isogroupSym_137576_c4_g1	GO:0005886;GO:0004555;GO:0005993
isogroupSym_55289_c0_g1	GO:0005794;GO:0000139;GO:0005795;GO:0016021;GO:0030246;GO:0046872;GO:0004653;GO:0009312;GO:0006486
isogroupSym_274973_c0_g1	GO:0005891;GO:0046872;GO:0005245;GO:0034765
isogroupSym_32579_c0_g1	GO:0000791;GO:0005634;GO:1990904;GO:0008098;GO:0003677;GO:0003729;GO:0006396
isogroupSym_208279_c0_g1	GO:0016021;GO:0005887;GO:0005886;GO:0005891;GO:0008332;GO:0046872;GO:0097110;GO:0005244;GO:0032342;GO:0070509;GO:0032870;GO:0035865;GO:0034651;GO:0098662;GO:0086010;GO:0006936;GO:0007517;GO:0007520;GO:0019228;GO:2000344;GO:0045956;GO:0008016;GO:0034765;GO:0042391
isogroupSym_73874_c0_g1	GO:0005783;GO:0005788;GO:0003756;GO:0045454
isogroupSym_58918_c0_g1	GO:0005737;GO:0031514;GO:0005634
isogroupSym_247994_c0_g1	GO:0030126;GO:0000139;GO:0005198;GO:0043130;GO:0006888;GO:0006891;GO:0006886;GO:0006890
isogroupSym_78034_c0_g1	GO:0031410;GO:0005829;GO:0004842
isogroupSym_174987_c0_g1	GO:0005783;GO:0030176;GO:0102336;GO:0102337;GO:0102338;GO:0009922;GO:0102756;GO:0034625;GO:0034626;GO:0019367;GO:0035338;GO:0030148;GO:0006636;GO:0042761
isogroupSym_54646_c0_g1	GO:0005826;GO:0005737;GO:0005524;GO:0016905;GO:0045159;GO:0004674;GO:0000281;GO:0031037;GO:0018107;GO:0046777;GO:1903013
isogroupSym_61315_c0_g1	GO:0009507;GO:0005739
isogroupSym_46903_c0_g1	
isogroupSym_177725_c0_g1	GO:0005737;GO:0008115;GO:0046653
isogroupSym_110647_c4_g7	GO:0005829;GO:0003872;GO:0005524;GO:0047334;GO:0046872;GO:0009793;GO:0006002;GO:0015979;GO:0009749
isogroupSym_58472_c0_g1	GO:0005730;GO:0005634;GO:0005524;GO:0034459;GO:0003723;GO:0000462
isogroupSym_64727_c0_g1	GO:0071949;GO:0016491
isogroupSym_117355_c0_g1	GO:0009897;GO:0016021;GO:0005886;GO:0005524;GO:0042626;GO:0015245;GO:0042803;GO:0010588;GO:0080051;GO:0015908;GO:0009737;GO:0009651;GO:0009611;GO:0010222;GO:0055085
isogroupSym_57120_c0_g1	GO:0030424;GO:0030425;GO:0098855;GO:0005887;GO:0005886;GO:0030552;GO:0042802;GO:0005222;GO:0005267;GO:0022843;GO:0005249;GO:0005248;GO:0045176;GO:0071320;GO:0071805;GO:0051289;GO:0034765;GO:0042391;GO:0046549;GO:0035725
isogroupSym_250511_c0_g1	GO:0008168
isogroupSym_77036_c0_g1	GO:0005912;GO:0045180;GO:0005911;GO:0005813;GO:0005737;GO:0045294;GO:0007155;GO:0048870;GO:0034613;GO:0051642;GO:0031154;GO:0003382;GO:0061245;GO:0051645;GO:0007275;GO:0051495;GO:0009306;GO:0010468;GO:0044671;GO:0031150;GO:0036360
isogroupSym_161018_c0_g1	GO:0016021;GO:0005886;GO:0005773;GO:0005375;GO:0006878
isogroupSym_33227_c0_g1	GO:0005737;GO:0005856;GO:0005829;GO:0046872;GO:0004842;GO:0007369;GO:0030178;GO:0006511
isogroupSym_156396_c0_g1	GO:0030170;GO:0004834
