"","pval","direction","color"
"58/111 chloroplast-nucleus signaling pathway",0.00660802330767071,0,"dodgerblue2"
"15/33 culmination involved in sorocarp development",0.0997346876733299,1,"lightcoral"
"11/19 regulation of ARF protein signal transduction",0.0695430774450107,1,"lightcoral"
"92/207 Golgi vesicle transport",0.00951724807590806,1,"firebrick1"
"61/133 endoplasmic reticulum to Golgi vesicle-mediated transport",0.000735013709392814,1,"firebrick1"
"186/474 vesicle-mediated transport",0.00323470224458948,1,"firebrick1"
"65/141 protein localization to cell periphery",0.00525311403402046,1,"firebrick1"
"101/232 protein localization to membrane",0.0997346876733299,1,"lightcoral"
"186/489 cellular macromolecule localization",0.0800114333689851,1,"lightcoral"
"418/1082 cellular localization",0.0654924767123564,1,"lightcoral"
"289/731 establishment of protein localization",0.0997346876733299,1,"lightcoral"
"26/54 Golgi to plasma membrane transport",0.0928443408377919,1,"lightcoral"
"34/79 vesicle-mediated transport to the plasma membrane",0.0654924767123564,1,"lightcoral"
"9/17 phosphorelay signal transduction system",0.0997346876733299,0,"skyblue2"
"127/319 response to inorganic substance",0.0997346876733299,1,"lightcoral"
"120/284 posttranscriptional regulation of gene expression",0.00784170563418339,0,"dodgerblue2"
"54/122 regulation of mRNA catabolic process",0.0120993925461226,0,"dodgerblue2"
"81/197 regulation of mRNA metabolic process",0.0541620157458675,0,"skyblue2"
"5/10 pyrimidine-containing compound catabolic process",0.0997346876733299,1,"lightcoral"
"347/707 cellular nitrogen compound biosynthetic process",0.0198641539810301,0,"dodgerblue2"
"327/658 organonitrogen compound biosynthetic process",0.0506114425665206,0,"skyblue2"
"185/325 cellular amide metabolic process",5.15911198809995e-09,0,"dodgerblue2"
"165/287 peptide metabolic process",3.9378733769601e-09,0,"dodgerblue2"
"16/23 cytoplasmic translation",0.000825654728792802,0,"dodgerblue2"
"119/176 peptide biosynthetic process",1.06032586277795e-15,0,"dodgerblue2"
"8/8 ribosomal small subunit assembly",0.00221996809662744,0,"dodgerblue2"
"286/557 macromolecule biosynthetic process",2.55352333767031e-06,0,"dodgerblue2"
