"","pval","direction","color"
"4/8 proteasome-activating ATPase activity",0.0160033438333554,0,"skyblue2"
"10/26 intramolecular transferase activity",0.031409072528341,0,"skyblue2"
"4/38 thyroid hormone transmembrane transporter activity",0.0308563196339953,0,"skyblue2"
"39/182 organic acid transmembrane transporter activity",0.000361448794621687,0,"dodgerblue2"
"110/526 anion transmembrane transporter activity",0.00255583428942608,0,"dodgerblue2"
"29/128 amino acid transmembrane transporter activity",0.000121773753000931,0,"dodgerblue2"
"3/6 choline binding",0.0395432767773307,0,"skyblue2"
"56/229 active ion transmembrane transporter activity",0.0132454624822309,0,"skyblue2"
"109/489 active transmembrane transporter activity",5.36697685348907e-06,0,"dodgerblue2"
"75/317 secondary active transmembrane transporter activity",4.91877637846305e-05,0,"dodgerblue2"
"51/193 symporter activity",0.000100215942457201,0,"dodgerblue2"
"12/33 snoRNA binding",0.0427389942356467,0,"skyblue2"
"5/6 fatty acid elongase activity",0.00819145512156002,0,"dodgerblue2"
"4/7 peptide alpha-N-acetyltransferase activity",0.00711066816701771,0,"dodgerblue2"
"74/226 transferase activity, transferring acyl groups other than amino-acyl groups",0.0105860248293969,0,"skyblue2"
"9/31 thiolester hydrolase activity",0.0105850517773158,0,"skyblue2"
"6/22 triglyceride lipase activity",0.0232605160864384,0,"skyblue2"
"43/148 carboxylic ester hydrolase activity",0.00238636933630917,0,"dodgerblue2"
"29/93 pyridoxal phosphate binding",0.0477666062685737,0,"skyblue2"
"9/23 intramolecular oxidoreductase activity, transposing S-S bonds",0.0308563196339953,1,"lightcoral"
"5/7 glutathione disulfide oxidoreductase activity",0.00819145512156002,0,"dodgerblue2"
"10/21 glutathione transferase activity",0.00235371836328594,0,"dodgerblue2"
"25/61 transferase activity, transferring alkyl or aryl (other than methyl) groups",0.00137065590133565,0,"dodgerblue2"
"2/10 ferric iron binding",0.0170901661562916,0,"skyblue2"
"31/118 iron-sulfur cluster binding",0.000957763212156372,0,"dodgerblue2"
"11/18 NADH dehydrogenase (quinone) activity",0.022675789104854,0,"skyblue2"
"32/81 oxidoreductase activity, acting on NAD(P)H",0.00629228236371633,0,"dodgerblue2"
"18/89 oxidoreductase activity, acting on the CH-CH group of donors",0.00516535455964819,0,"dodgerblue2"
"8/27 FMN binding",0.041489575696026,0,"skyblue2"
"18/62 NADP binding",0.00478075389358565,0,"dodgerblue2"
"52/239 oxidoreductase activity, acting on CH-OH group of donors",0.0026237794134369,0,"dodgerblue2"
"7/26 aldo-keto reductase (NADP) activity",0.0438171204025506,0,"skyblue2"
"331/1293 oxidoreductase activity",0.000487546762334737,0,"dodgerblue2"
"47/137 translation regulator activity",0.00166913412077133,0,"dodgerblue2"
"26/57 translation initiation factor activity",5.44390114471522e-05,0,"dodgerblue2"
"38/101 translation regulator activity, nucleic acid binding",6.23712034892964e-05,0,"dodgerblue2"
"50/224 voltage-gated ion channel activity",0.000487546762334737,1,"firebrick1"
"18/81 voltage-gated calcium channel activity",0.0307790210177539,1,"lightcoral"
"120/554 passive transmembrane transporter activity",0.0457528148355103,1,"lightcoral"
"23/100 voltage-gated potassium channel activity",0.0138258882580943,1,"lightcoral"
"11/44 delayed rectifier potassium channel activity",0.0448998686323938,1,"lightcoral"
"67/245 ligase activity",0.00157218793186233,0,"dodgerblue2"
"17/72 ligase activity, forming carbon-nitrogen bonds",0.00478075389358565,0,"dodgerblue2"
"7/28 ATPase-coupled cation transmembrane transporter activity",0.0267259424069173,0,"skyblue2"
"6/15 ATPase activity, coupled to transmembrane movement of ions, rotational mechanism",0.00899876189039131,0,"dodgerblue2"
"7/20 chitin binding",0.0389826912161784,0,"skyblue2"
"49/191 hydrolase activity, acting on glycosyl bonds",0.031409072528341,0,"skyblue2"
"6/12 chitinase activity",0.00373848177990646,0,"dodgerblue2"
"33/142 structural constituent of ribosome",0.00255583428942608,0,"dodgerblue2"
"7/25 oxidized DNA binding",0.0467660915741406,0,"skyblue2"
"41/284 DNA polymerase activity",0.0308563196339953,1,"lightcoral"
"85/464 nuclease activity",0.0308563196339953,1,"lightcoral"
"54/229 serine hydrolase activity",0.000121773753000931,0,"dodgerblue2"
"12/14 threonine-type endopeptidase activity",1.04791094121639e-05,0,"dodgerblue2"
"66/369 metallopeptidase activity",0.000373235650516603,0,"dodgerblue2"
"214/1006 peptidase activity",0.0457528148355103,0,"skyblue2"
"152/697 endopeptidase activity",0.00449907998054069,0,"dodgerblue2"
"42/228 metalloendopeptidase activity",0.000804410124341807,0,"dodgerblue2"
"9/36 coreceptor activity",0.0096652072996208,1,"firebrick1"
"61/250 protein tyrosine kinase activity",5.36701657389477e-05,1,"firebrick1"
"32/161 transmembrane receptor protein kinase activity",0.00401073157733025,1,"firebrick1"
"212/1225 signaling receptor activity",0.0225538769782979,1,"lightcoral"
"13/43 DNA-directed 5'-3' RNA polymerase activity",0.00790113347671084,0,"dodgerblue2"
"296/1415 transferase activity, transferring phosphorus-containing groups",1.04791094121639e-05,1,"firebrick1"
"113/551 protein serine/threonine kinase activity",0.00433548917006184,1,"firebrick1"
"220/1000 kinase activity",5.44390114471522e-05,1,"firebrick1"
"8/26 phosphatidylinositol-3,4-bisphosphate binding",0.0377583799597125,1,"lightcoral"
"35/137 phosphatidylinositol phosphate binding",0.00858658244614075,1,"firebrick1"
"57/221 phosphatidylinositol binding",0.0377583799597125,1,"lightcoral"
"94/369 phospholipid binding",0.0096652072996208,1,"firebrick1"
"15/52 phosphatidylinositol-3-phosphate binding",0.0395432767773307,1,"lightcoral"
"45/174 molecular adaptor activity",0.0026237794134369,1,"firebrick1"
"105/406 actin binding",0.00198166062042084,1,"firebrick1"
"222/900 cytoskeletal protein binding",1.04791094121639e-05,1,"firebrick1"
"18/53 NAD+ ADP-ribosyltransferase activity",6.09309499548524e-05,1,"firebrick1"
"15/43 NAD+ binding",0.022675789104854,1,"lightcoral"
"168/672 ubiquitin-like protein transferase activity",2.89808944243719e-11,1,"firebrick1"
"67/293 ubiquitin-like protein ligase activity",9.72174635468969e-05,1,"firebrick1"
"31/86 polyubiquitin modification-dependent protein binding",0.000941866379252344,1,"firebrick1"
"45/180 modification-dependent protein binding",0.00186820029620686,1,"firebrick1"
"17/104 SH3 domain binding",0.0118777163111126,1,"lightcoral"
"133/509 protein domain specific binding",0.000134258146843632,1,"firebrick1"
"264/1116 zinc ion binding",0.000473321281803592,1,"firebrick1"
"23/66 thioesterase binding",0.00629228236371633,1,"firebrick1"
"30/82 tumor necrosis factor receptor superfamily binding",0.000229290260889895,1,"firebrick1"
"250/976 signaling receptor binding",0.0166569956043605,1,"lightcoral"
"40/123 cytokine receptor binding",0.000723752415330926,1,"firebrick1"
"75/217 phosphatase binding",0.000835918868821237,1,"firebrick1"
"174/604 kinase binding",0.000165803943123214,1,"firebrick1"
"29/84 protease binding",0.00819145512156002,1,"firebrick1"
"415/1441 enzyme binding",2.32395939999759e-08,1,"firebrick1"
"101/421 chromatin binding",0.022675789104854,1,"lightcoral"
"29/91 2-oxoglutarate-dependent dioxygenase activity",0.0254195073687809,1,"lightcoral"
"7/21 histone demethylase activity (H3-K36 specific)",0.0314407875670677,1,"lightcoral"
