"","pval","direction","color"
"8/10 proteasomal ubiquitin-independent protein catabolic process",0.0211562082132437,1,"lightcoral"
"53/111 chloroplast-nucleus signaling pathway",0.000850567073871366,0,"dodgerblue2"
"128/241 protein folding",1.34640825507093e-05,1,"firebrick1"
"11/21 translational elongation",0.0095604729273835,1,"firebrick1"
"215/418 DNA metabolic process",0.0341518673624537,1,"lightcoral"
"36/56 DNA modification",0.0411029431258865,1,"lightcoral"
"59/111 ribonucleoprotein complex subunit organization",0.00291622450398115,1,"firebrick1"
"7/13 rRNA catabolic process",0.0440533875085412,1,"lightcoral"
"135/256 RNA splicing",3.85272539522904e-07,1,"firebrick1"
"71/139 RNA splicing, via transesterification reactions",6.32682705437706e-05,1,"firebrick1"
"402/765 RNA processing",6.17054776678056e-06,1,"firebrick1"
"171/327 mRNA processing",8.57312981537452e-07,1,"firebrick1"
"232/457 mRNA metabolic process",3.53121920961364e-07,1,"firebrick1"
"13/22 hydrogen peroxide metabolic process",0.0341518673624537,0,"skyblue2"
"48/90 cellular response to oxidative stress",0.0336386884436877,0,"skyblue2"
"63/125 cellular response to chemical stress",0.0041657116857805,0,"dodgerblue2"
"75/133 endoplasmic reticulum to Golgi vesicle-mediated transport",0.00623792234028561,1,"firebrick1"
"93/200 metal ion transport",0.0238752147030778,0,"skyblue2"
"33/78 calcium ion import",0.00325669955872034,0,"dodgerblue2"
"31/85 sodium ion transmembrane transport",0.00627494361079564,0,"dodgerblue2"
"219/524 cation transport",0.000382450317497531,0,"dodgerblue2"
"46/119 sodium ion transport",0.0336386884436877,0,"skyblue2"
"255/630 transmembrane transport",0.000371371864368274,0,"dodgerblue2"
"171/406 inorganic ion transmembrane transport",0.00591964228073744,0,"dodgerblue2"
"16/33 regulation of nervous system process",0.0341518673624537,0,"skyblue2"
"46/114 membrane depolarization",0.00412504765839294,0,"dodgerblue2"
"290/663 regulation of transport",0.000371371864368274,0,"dodgerblue2"
"363/802 regulation of localization",0.0440533875085412,0,"skyblue2"
"193/459 regulation of transmembrane transport",3.30363887292871e-05,0,"dodgerblue2"
"16/41 photosynthesis",0.0341518673624537,0,"skyblue2"
"226/545 carbohydrate metabolic process",0.00786545090326322,0,"dodgerblue2"
"45/88 protein-chromophore linkage",0.00106215625839767,0,"dodgerblue2"
"105/201 generation of precursor metabolites and energy",0.000371371864368274,0,"dodgerblue2"
"35/57 photosynthesis, light harvesting",0.000371371864368274,0,"dodgerblue2"
