isogroupOarb_151522_c3_g3	GO:0016020;GO:0005739;GO:0005730;GO:0005654;GO:0005634;GO:0005524;GO:0046404;GO:0003684;GO:0003690;GO:0004519;GO:0050145;GO:0046403;GO:0017076;GO:0016311;GO:0098504;GO:0042769;GO:0006281;GO:0006261;GO:0010836;GO:0046939;GO:0000718;GO:0051973;GO:1904355;GO:0032212;GO:0006979;GO:0009314
isogroupOarb_116771_c1_g4	GO:0005576;GO:0016020
isogroupOarb_134440_c2_g1	GO:0005737;GO:0046872;GO:0030154;GO:0007283
isogroupOarb_148242_c4_g2	
isogroupOarb_144326_c2_g2	GO:0005788;GO:0005576;GO:0004065;GO:0046872
isogroupOarb_149168_c2_g3	GO:0000781;GO:0005634;GO:0000333;GO:0046872;GO:0003720;GO:0070034;GO:0003721;GO:0042162;GO:0050000;GO:0051276;GO:0010073;GO:0007000;GO:0010449;GO:0019827;GO:0000723;GO:0007004
isogroupOarb_126200_c0_g2	GO:0000177;GO:0005829;GO:0000178;GO:0045111;GO:0000176;GO:0005730;GO:0035327;GO:0017091;GO:0004527;GO:0051607;GO:0045006;GO:0071044;GO:0000460;GO:0071028;GO:0034427;GO:0071051;GO:0030307;GO:0016075;GO:0034475
isogroupOarb_101453_c0_g1	GO:0043296;GO:0005938;GO:0032154;GO:0005856;GO:0005829;GO:0031234;GO:0030027;GO:0030496;GO:0005525;GO:0003924;GO:0031532;GO:0043297;GO:0034329;GO:0016477;GO:1990869;GO:0036089;GO:0045198;GO:1903673;GO:0032467;GO:0071902;GO:2000406;GO:0030334;GO:0007266;GO:0035385;GO:1902766;GO:0043149;GO:0044319
isogroupOarb_126867_c5_g2	GO:0015629;GO:0005737;GO:0005829;GO:0005886;GO:0030041;GO:0044782
isogroupOarb_148043_c1_g1	GO:0005524;GO:0004672
isogroupOarb_149148_c0_g2	GO:0005737;GO:0005829;GO:0032991;GO:0030234;GO:0019903;GO:0010507;GO:0010922;GO:0050821;GO:0060304
isogroupOarb_143064_c3_g3	GO:0016021;GO:0004197;GO:0046872;GO:0004843;GO:0016579;GO:0006511
isogroupOarb_102476_c0_g1	
isogroupOarb_129614_c7_g1	GO:0005783;GO:0016021
isogroupOarb_125226_c2_g1	
isogroupOarb_134168_c1_g1	GO:0005813;GO:0005737;GO:0005829;GO:0043231;GO:0005815;GO:0016607;GO:0005654;GO:0005634;GO:0032991;GO:0000922;GO:0033613;GO:0005524;GO:0019894;GO:0000287;GO:0019901;GO:0004674;GO:0001222;GO:0031625;GO:0032147;GO:0006915;GO:0007049;GO:0051301;GO:0006974;GO:0007059;GO:0018105;GO:0046777;GO:0006468;GO:0030071;GO:0023014;GO:0031098
isogroupOarb_151884_c2_g2	GO:0005737;GO:0016021;GO:0005886;GO:0031201;GO:0005096;GO:0017137;GO:0019905;GO:0006887;GO:0015031;GO:0017157
isogroupOarb_146472_c0_g1	GO:0005829;GO:0005811;GO:0003841;GO:0052689;GO:0042171;GO:0030154;GO:0006631;GO:0055088;GO:0006629;GO:0010891;GO:0006654;GO:0051006;GO:0010898
isogroupOarb_109846_c6_g1	GO:0031526;GO:0009986;GO:0016021;GO:0043005;GO:0043025;GO:0031965;GO:0005886;GO:1990769;GO:0004957;GO:0007189;GO:0007188;GO:0015701;GO:1904322;GO:0002029;GO:0001660;GO:0006954;GO:0014827;GO:0106072;GO:1903170;GO:1904326;GO:2000978;GO:0060455;GO:1903640;GO:0046676;GO:0010700;GO:0090331;GO:1901380;GO:0007200;GO:0043950;GO:0046010;GO:1904343;GO:0007204;GO:0031622;GO:1904346;GO:0010628;GO:1904325;GO:1904330;GO:2000391;GO:0001934;GO:1904320;GO:0035810;GO:0045907;GO:1990767;GO:0031623;GO:0010840;GO:0014061;GO:0032496;GO:0014832
isogroupOarb_141111_c4_g1	GO:0005768;GO:0005634;GO:0008565;GO:0006886
isogroupOarb_146328_c3_g1	GO:0008168
isogroupOarb_143661_c3_g1	GO:0005789;GO:0016021;GO:0015036;GO:0045454;GO:0034976
isogroupOarb_154436_c3_g1	GO:0005737;GO:0005769;GO:0034058
isogroupOarb_147883_c7_g3	GO:0005829;GO:0005769;GO:0031901;GO:0070062;GO:0005794;GO:0000139;GO:0043227;GO:0005635;GO:0005654;GO:0042622;GO:0042802;GO:0102200;GO:0070290;GO:0008270;GO:0007568;GO:0048874;GO:0070291;GO:0070292;GO:1903999;GO:0009395;GO:0090336;GO:0050729;GO:0035900;GO:0001523;GO:0001659
isogroupOarb_104590_c4_g5	GO:0000176;GO:0005730;GO:0005654;GO:0005634;GO:0005697;GO:0005524;GO:0016887;GO:1990275;GO:0032092;GO:0051973;GO:1904749;GO:0042273;GO:0042254;GO:0006364
