name	term	lev	seq	value
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_1.1707	3.88370033798117
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_1.1789	1.50943832719905
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_1.1188	-0.240534091678263
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_3.1677	-0.169274529626835
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_3.1678	1.197161092601
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_3.1681	1.13115693948549
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_11.49	-1.31496125866619
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_11.45	1.42533155148492
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_11.90	-0.0337777000969071
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_11.91	-0.192682872824098
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_11.95	-0.718313310439352
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_11.37	-1.20563096878269
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_11.1997	-0.00889137252073552
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_11.89	-2.12306859303301
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_11.2909	-0.587390513259332
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_12.482	-0.448046737625535
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_12.481	0.215419899668089
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_12.4087	0.159150494983028
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_12.4142	-0.116241417829564
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_12.479	-0.154195610385845
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_12.3664	-0.737645431549871
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_13.3561	0.0668458870418347
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_13.3562	1.24331773102149
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_13.430	-0.271221752742311
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_13.1542	0.138265409491587
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_14.1261	-0.313248356145321
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_14.1269	-1.00002537571142
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_14.6583	1.44765247733561
"endoplasmic reticulum-Golgi intermediate compartment"	GO:0005793	5	evm.TU.chromosome_14.6375	0.54133194310939
"perikaryon"	GO:0043204	2	evm.TU.chromosome_1.124_evm.TU.chromosome_1.120	-0.246205826659187
"perikaryon"	GO:0043204	2	evm.TU.chromosome_1.127	0.82990380360222
"perikaryon"	GO:0043204	2	evm.TU.chromosome_1.126	-0.0314532832407336
"perikaryon"	GO:0043204	2	evm.TU.chromosome_1.125	0.07550976038429
"perikaryon"	GO:0043204	2	evm.TU.chromosome_1.1475	-2.36551714625429
"perikaryon"	GO:0043204	2	evm.TU.chromosome_1.1730_evm.TU.chromosome_1.1731	-1.13194354383569
"perikaryon"	GO:0043204	2	evm.TU.chromosome_1.104	-0.113224346934757
"perikaryon"	GO:0043204	2	evm.TU.chromosome_1.109	0.154940662024136
"perikaryon"	GO:0043204	2	evm.TU.chromosome_1.668	0
"perikaryon"	GO:0043204	2	evm.TU.chromosome_1.131	-0.252104009166374
"perikaryon"	GO:0043204	2	evm.TU.chromosome_1.133	0
"perikaryon"	GO:0043204	2	evm.TU.chromosome_2.1231	-0.029342056353338
"perikaryon"	GO:0043204	2	evm.TU.chromosome_2.123	0.301966403099794
"perikaryon"	GO:0043204	2	evm.TU.chromosome_2.270	-0.070308217736482
"perikaryon"	GO:0043204	2	evm.TU.chromosome_2.272	1.26132382197353
"perikaryon"	GO:0043204	2	evm.TU.chromosome_2.18	-2.04561401092883
"perikaryon"	GO:0043204	2	evm.TU.chromosome_2.644	0.21467357133073
"perikaryon"	GO:0043204	2	evm.TU.chromosome_3.1366	-2.87066095486166
"perikaryon"	GO:0043204	2	evm.TU.chromosome_3.1048	-0.120485544976195
"perikaryon"	GO:0043204	2	evm.TU.chromosome_3.1750	0.0830561400270844
"perikaryon"	GO:0043204	2	evm.TU.chromosome_3.1308	-1.48827037201393
"perikaryon"	GO:0043204	2	evm.TU.chromosome_3.1328	0.251886340651634
"perikaryon"	GO:0043204	2	evm.TU.chromosome_3.1806	-0.711884924293795
"perikaryon"	GO:0043204	2	evm.TU.chromosome_3.1808	-1.01662161930921
"perikaryon"	GO:0043204	2	evm.TU.chromosome_10.1003	-0.0525457849466271
"perikaryon"	GO:0043204	2	evm.TU.chromosome_10.1006	0.994248120923569
"perikaryon"	GO:0043204	2	evm.TU.chromosome_10.2751	0.387497672254371
"perikaryon"	GO:0043204	2	evm.TU.chromosome_10.2512	0
"perikaryon"	GO:0043204	2	evm.TU.chromosome_10.2996	0.0472299716373033
"perikaryon"	GO:0043204	2	evm.TU.chromosome_10.2997	-1.21746556495184
"perikaryon"	GO:0043204	2	evm.TU.chromosome_10.200	-0.616048282603794
"perikaryon"	GO:0043204	2	evm.TU.chromosome_10.3149	0
"perikaryon"	GO:0043204	2	evm.TU.chromosome_10.2677	1.0570335794509
"perikaryon"	GO:0043204	2	evm.TU.chromosome_10.1344	0.311862331054878
"perikaryon"	GO:0043204	2	evm.TU.chromosome_10.3001	0.625598901701027
"perikaryon"	GO:0043204	2	evm.TU.chromosome_10.2726	-0.390994354926197
"perikaryon"	GO:0043204	2	evm.TU.chromosome_10.1012	-0.612493054850846
"perikaryon"	GO:0043204	2	evm.TU.chromosome_10.996	-0.855821928138454
